gkz,name,center_lng,center_lat,Sonst._votes,Sonst._percent,SPÖ_votes,SPÖ_percent,ÖVP_votes,ÖVP_percent,FPÖ_votes,FPÖ_percent,GRÜNE_votes,GRÜNE_percent,KPÖ_votes,KPÖ_percent,BIER_votes,BIER_percent,NEOS_votes,NEOS_percent,MFG_votes,MFG_percent,KEINE_votes,KEINE_percent,LMP_votes,LMP_percent,BGE_votes,BGE_percent,GAZA_votes,GAZA_percent,NW_votes,NW_percent
41809,Holzhausen,14.0924279,48.2293916,0,0.0,127,17.89,167,23.52,246,34.65,53,7.46,12,1.69,23,3.24,74,10.42,3,0.42,3,0.42,2,0.28,0,0.0,0,0.0,0,0.0
40415,Höhnhart,13.2570671,48.1637759,0,0.0,117,13.56,236,27.35,425,49.25,28,3.24,11,1.27,9,1.04,22,2.55,11,1.27,1,0.12,3,0.35,0,0.0,0,0.0,0,0.0
41311,Hörbich,13.9124581,48.5191614,0,0.0,18,6.92,104,40.0,107,41.15,12,4.62,3,1.15,3,1.15,8,3.08,3,1.15,1,0.38,1,0.38,0,0.0,0,0.0,0,0.0
41007,Hörsching,14.1782661,48.2206385,0,0.0,698,19.68,834,23.52,1278,36.04,223,6.29,73,2.06,64,1.8,302,8.52,27,0.76,20,0.56,14,0.39,0,0.0,13,0.37,0,0.0
41712,Innerschwand am Mondsee,13.4118292,47.8347536,0,0.0,81,10.69,271,35.75,227,29.95,66,8.71,19,2.51,18,2.37,58,7.65,8,1.06,4,0.53,5,0.66,0,0.0,1,0.13,0,0.0
40904,Inzersdorf im Kremstal,14.0766497,47.9246135,0,0.0,183,15.74,344,29.58,401,34.48,74,6.36,32,2.75,22,1.89,73,6.28,16,1.38,9,0.77,7,0.6,0,0.0,2,0.17,0,0.0
40416,Jeging,13.145489,48.0499124,0,0.0,66,14.8,131,29.37,174,39.01,15,3.36,15,3.36,8,1.79,28,6.28,5,1.12,3,0.67,1,0.22,0,0.0,0,0.0,0,0.0
41313,Julbach,13.850259,48.6612572,0,0.0,215,21.46,269,26.85,356,35.53,33,3.29,21,2.1,13,1.3,67,6.69,15,1.5,8,0.8,3,0.3,0,0.0,2,0.2,0,0.0
40812,Kallham,13.6935205,48.285569,0,0.0,257,16.81,485,31.72,484,31.65,88,5.76,29,1.9,31,2.03,129,8.44,13,0.85,9,0.59,4,0.26,0,0.0,0,0.0,0,0.0
40606,Kaltenberg,14.7650395,48.4673986,0,0.0,27,6.07,223,50.11,142,31.91,11,2.47,1,0.22,11,2.47,23,5.17,5,1.12,2,0.45,0,0.0,0,0.0,0,0.0,0,0.0
41106,Katsdorf,14.4901715,48.3060751,0,0.0,546,25.37,540,25.09,558,25.93,192,8.92,26,1.21,40,1.86,209,9.71,11,0.51,18,0.84,11,0.51,0,0.0,1,0.05,0,0.0
40607,Kefermarkt,14.5143782,48.4474439,0,0.0,305,20.89,413,28.29,445,30.48,108,7.4,30,2.05,20,1.37,114,7.81,7,0.48,12,0.82,6,0.41,0,0.0,0,0.0,0,0.0
40813,Kematen am Innbach,13.8449097,48.1825259,0,0.0,139,16.51,208,24.7,330,39.19,47,5.58,15,1.78,20,2.38,61,7.24,9,1.07,5,0.59,6,0.71,0,0.0,2,0.24,0,0.0
41009,Kematen an der Krems,14.1737948,48.1018838,0,0.0,329,18.39,468,26.16,600,33.54,112,6.26,22,1.23,39,2.18,183,10.23,11,0.61,12,0.67,11,0.61,0,0.0,2,0.11,0,0.0
40417,Kirchberg bei Mattighofen,13.0940065,48.0434099,0,0.0,62,8.19,263,34.74,286,37.78,39,5.15,18,2.38,22,2.91,53,7.0,6,0.79,6,0.79,2,0.26,0,0.0,0,0.0,0,0.0
41314,Kirchberg ob der Donau,13.946448,48.436405,0,0.0,118,16.53,268,37.54,201,28.15,38,5.32,12,1.68,9,1.26,57,7.98,4,0.56,3,0.42,4,0.56,0,0.0,0,0.0,0,0.0
41010,Kirchberg-Thening,14.1435725,48.2590671,0,0.0,425,25.49,334,20.04,427,25.61,166,9.96,13,0.78,21,1.26,236,14.16,13,0.78,18,1.08,14,0.84,0,0.0,0,0.0,0,0.0
41210,Kirchdorf am Inn,13.2828897,48.2918241,0,0.0,35,8.47,151,36.56,159,38.5,30,7.26,7,1.69,4,0.97,21,5.08,2,0.48,2,0.48,2,0.48,0,0.0,0,0.0,0,0.0
40905,Kirchdorf an der Krems,14.1178199,47.902819,0,0.0,677,27.2,561,22.54,665,26.72,255,10.25,50,2.01,54,2.17,180,7.23,19,0.76,8,0.32,14,0.56,0,0.0,6,0.24,0,0.0
40710,Kirchham,13.9071953,47.9532876,0,0.0,140,10.13,469,33.94,514,37.19,76,5.5,22,1.59,28,2.03,98,7.09,18,1.3,7,0.51,5,0.36,0,0.0,5,0.36,0,0.0
41211,Kirchheim im Innkreis,13.3702727,48.2051201,0,0.0,61,11.28,167,30.87,220,40.67,39,7.21,3,0.55,7,1.29,39,7.21,3,0.55,2,0.37,0,0.0,0,0.0,0,0.0,0,0.0
41613,Kirchschlag bei Linz,14.2760067,48.4140219,0,0.0,204,14.58,429,30.66,357,25.52,162,11.58,23,1.64,25,1.79,162,11.58,15,1.07,8,0.57,14,1.0,0,0.0,0,0.0,0,0.0
41315,Klaffer am Hochficht,13.8809906,48.721537,0,0.0,86,10.31,283,33.93,378,45.32,23,2.76,11,1.32,6,0.72,32,3.84,5,0.6,6,0.72,3,0.36,0,0.0,1,0.12,0,0.0
41107,Klam,14.7822985,48.2300794,0,0.0,116,16.79,193,27.93,260,37.63,42,6.08,12,1.74,18,2.6,35,5.07,4,0.58,10,1.45,1,0.14,0,0.0,0,0.0,0,0.0
40906,Klaus an der Pyhrnbahn,14.0940819,47.788327,0,0.0,243,35.95,132,19.53,217,32.1,19,2.81,6,0.89,9,1.33,38,5.62,4,0.59,5,0.74,3,0.44,0,0.0,0,0.0,0,0.0
41316,Kleinzell im Mühlkreis,13.998634,48.4621269,0,0.0,218,20.24,332,30.83,255,23.68,103,9.56,17,1.58,22,2.04,100,9.29,8,0.74,9,0.84,10,0.93,0,0.0,3,0.28,0,0.0
41317,Kollerschlag,13.8367248,48.5996216,0,0.0,147,15.06,366,37.5,374,38.32,25,2.56,8,0.82,10,1.02,32,3.28,6,0.61,6,0.61,2,0.2,0,0.0,0,0.0,0,0.0
41411,Kopfing im Innkreis,13.6622159,48.445601,0,0.0,109,8.38,378,29.05,585,44.97,69,5.3,12,0.92,32,2.46,83,6.38,11,0.85,13,1.0,8,0.61,0,0.0,1,0.08,0,0.0
50321,Koppl,13.132769,47.8170292,0,0.0,253,11.54,726,33.12,594,27.1,246,11.22,65,2.97,32,1.46,227,10.36,17,0.78,22,1.0,10,0.46,0,0.0,0,0.0,0,0.0
40907,Kremsmünster,14.1315838,48.0563901,0,0.0,583,16.45,1035,29.2,1109,31.28,290,8.18,54,1.52,59,1.66,332,9.37,31,0.87,17,0.48,33,0.93,0,0.0,2,0.06,0,0.0
41810,Krenglbach,13.9572183,48.2011324,0,0.0,439,20.87,541,25.73,609,28.96,187,8.89,31,1.47,40,1.9,226,10.75,9,0.43,9,0.43,8,0.38,0,0.0,4,0.19,0,0.0
50206,Krispl,13.207994,47.7124054,0,0.0,79,12.56,258,41.02,202,32.11,25,3.97,5,0.79,15,2.38,34,5.41,4,0.64,5,0.79,2,0.32,0,0.0,0,0.0,0,0.0
41011,Kronstorf,14.4548393,48.1355121,0,0.0,575,27.29,474,22.5,647,30.71,124,5.89,14,0.66,36,1.71,194,9.21,17,0.81,12,0.57,8,0.38,0,0.0,6,0.28,0,0.0
40608,Königswiesen,14.8418185,48.4052981,0,0.0,250,11.97,721,34.51,782,37.43,102,4.88,33,1.58,28,1.34,114,5.46,22,1.05,28,1.34,8,0.38,0,0.0,1,0.05,0,0.0
50320,Köstendorf,13.1800958,47.9494375,0,0.0,209,12.9,595,36.73,473,29.2,131,8.09,37,2.28,21,1.3,124,7.65,9,0.56,9,0.56,12,0.74,0,0.0,0,0.0,0,0.0
40711,Laakirchen,13.8388135,47.9791636,0,0.0,1338,26.27,1032,20.26,1709,33.55,315,6.18,87,1.71,123,2.41,366,7.18,50,0.98,29,0.57,26,0.51,0,0.0,19,0.37,0,0.0
41811,Lambach,13.8650915,48.0930653,0,0.0,364,20.96,430,24.76,571,32.87,133,7.66,44,2.53,28,1.61,130,7.48,6,0.35,13,0.75,14,0.81,0,0.0,4,0.23,0,0.0
41212,Lambrechten,13.5144161,48.3159495,0,0.0,81,9.51,305,35.8,339,39.79,25,2.93,4,0.47,21,2.46,61,7.16,12,1.41,2,0.23,2,0.23,0,0.0,0,0.0,0,0.0
50322,Lamprechtshausen,12.9632014,47.9951536,0,0.0,329,14.27,704,30.53,745,32.31,177,7.68,59,2.56,51,2.21,206,8.93,10,0.43,18,0.78,7,0.3,0,0.0,0,0.0,0,0.0
41109,Langenstein,14.4662636,48.2566643,0,0.0,468,29.38,301,18.9,499,31.32,115,7.22,27,1.69,33,2.07,110,6.91,13,0.82,19,1.19,1,0.06,0,0.0,7,0.44,0,0.0
32516,Langschlag,14.8591997,48.5729376,0,0.0,135,11.54,462,39.49,445,38.03,25,2.14,9,0.77,15,1.28,61,5.21,7,0.6,8,0.68,3,0.26,0,0.0,0,0.0,0,0.0
40609,Lasberg,14.5487479,48.4793881,0,0.0,344,17.57,657,33.55,523,26.71,165,8.43,24,1.23,35,1.79,165,8.43,11,0.56,15,0.77,17,0.87,0,0.0,2,0.1,0,0.0
41508,Laussa,14.4757292,47.9438379,0,0.0,130,15.17,256,29.87,310,36.17,48,5.6,15,1.75,12,1.4,48,5.6,24,2.8,7,0.82,6,0.7,0,0.0,1,0.12,0,0.0
41318,Lembach im Mühlkreis,13.9112182,48.4929627,0,0.0,135,14.8,295,32.35,318,34.87,49,5.37,13,1.43,15,1.64,64,7.02,13,1.43,8,0.88,1,0.11,0,0.0,1,0.11,0,0.0
40418,Lengau,13.2538458,48.0280847,0,0.0,530,19.02,647,23.21,1072,38.46,162,5.81,63,2.26,51,1.83,185,6.64,23,0.83,32,1.15,14,0.5,0,0.0,8,0.29,0,0.0
41012,Leonding,14.2430126,48.2743645,0,0.0,3875,24.48,3560,22.49,3920,24.77,1698,10.73,338,2.14,230,1.45,1909,12.06,63,0.4,83,0.52,111,0.7,0,0.0,40,0.25,0,0.0
40610,Leopoldschlag,14.4877976,48.6154736,0,0.0,86,13.11,272,41.46,189,28.81,27,4.12,8,1.22,10,1.52,49,7.47,5,0.76,8,1.22,2,0.3,0,0.0,0,0.0,0,0.0
41319,Lichtenau im Mühlkreis,14.0539797,48.597235,0,0.0,49,14.89,131,39.82,120,36.47,6,1.82,6,1.82,3,0.91,10,3.04,3,0.91,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0
41614,Lichtenberg,14.2557491,48.3660809,0,0.0,329,16.78,614,31.31,377,19.22,275,14.02,32,1.63,29,1.48,275,14.02,12,0.61,13,0.66,5,0.25,0,0.0,0,0.0,0,0.0
40611,Liebenau,14.8113072,48.519901,0,0.0,136,11.98,439,38.68,410,36.12,30,2.64,16,1.41,20,1.76,64,5.64,7,0.62,7,0.62,6,0.53,0,0.0,0,0.0,0,0.0
40101,Linz,14.3133381,48.2850491,0,0.0,26634,28.41,17568,18.74,21708,23.16,11347,12.1,3705,3.95,1522,1.62,9116,9.72,567,0.6,514,0.55,553,0.59,0,0.0,507,0.54,0,0.0
40419,Lochen am See,13.165238,48.0057757,0,0.0,213,11.88,536,29.89,677,37.76,88,4.91,33,1.84,50,2.79,143,7.98,21,1.17,15,0.84,16,0.89,0,0.0,1,0.06,0,0.0
41213,Lohnsburg am Kobernaußerwald,13.3754279,48.1259776,0,0.0,152,10.92,435,31.25,531,38.15,83,5.96,23,1.65,24,1.72,91,6.54,28,2.01,11,0.79,12,0.86,0,0.0,2,0.14,0,0.0
41509,Losenstein,14.4342656,47.9250969,0,0.0,281,25.45,258,23.37,334,30.25,85,7.7,22,1.99,27,2.45,80,7.25,7,0.63,4,0.36,5,0.45,0,0.0,1,0.09,0,0.0
41110,Luftenberg an der Donau,14.4225105,48.2703005,0,0.0,785,28.55,578,21.02,839,30.51,219,7.96,56,2.04,40,1.45,183,6.65,11,0.4,24,0.87,13,0.47,0,0.0,2,0.07,0,0.0
41714,Manning,13.666157,48.0694936,0,0.0,87,15.9,169,30.9,170,31.08,38,6.95,9,1.65,15,2.74,47,8.59,8,1.46,2,0.37,1,0.18,0,0.0,1,0.18,0,0.0
41812,Marchtrenk,14.1143785,48.1965464,0,0.0,1704,22.96,1336,18.0,2820,38.0,448,6.04,129,1.74,147,1.98,637,8.58,71,0.96,58,0.78,48,0.65,0,0.0,23,0.31,0,0.0
41510,Maria Neustift,14.598586,47.9343565,0,0.0,106,9.81,364,33.67,427,39.5,58,5.37,8,0.74,20,1.85,74,6.85,15,1.39,4,0.37,5,0.46,0,0.0,0,0.0,0,0.0
40420,Maria Schmolln,13.225491,48.1252724,0,0.0,124,13.93,341,38.31,283,31.8,45,5.06,10,1.12,16,1.8,51,5.73,8,0.9,12,1.35,0,0.0,0,0.0,0,0.0,0,0.0
40421,Mattighofen,13.1431323,48.1018797,0,0.0,486,19.78,590,24.01,895,36.43,175,7.12,44,1.79,56,2.28,149,6.06,20,0.81,16,0.65,12,0.49,0,0.0,14,0.57,0,0.0
50323,Mattsee,13.1056471,47.966885,0,0.0,273,13.18,770,37.18,463,22.36,203,9.8,61,2.95,43,2.08,218,10.53,13,0.63,12,0.58,15,0.72,0,0.0,0,0.0,0,0.0
40422,Mauerkirchen,13.1307381,48.1886983,0,0.0,204,18.89,244,22.59,421,38.98,60,5.56,21,1.94,21,1.94,87,8.06,8,0.74,8,0.74,4,0.37,0,0.0,2,0.19,0,0.0
41111,Mauthausen,14.5317706,48.2487304,0,0.0,773,29.48,623,23.76,649,24.75,192,7.32,63,2.4,49,1.87,216,8.24,15,0.57,23,0.88,9,0.34,0,0.0,10,0.38,0,0.0
41412,Mayrhof,13.5088819,48.3421756,0,0.0,17,7.52,104,46.02,82,36.28,8,3.54,0,0.0,3,1.33,9,3.98,2,0.88,0,0.0,1,0.44,0,0.0,0,0.0,0,0.0
40814,Meggenhofen,13.7913832,48.1772923,0,0.0,124,12.29,380,37.66,300,29.73,73,7.23,6,0.59,20,1.98,80,7.93,9,0.89,10,0.99,5,0.5,0,0.0,2,0.2,0,0.0
41214,Mehrnbach,13.424549,48.2064168,0,0.0,187,13.39,409,29.28,530,37.94,93,6.66,20,1.43,32,2.29,98,7.02,10,0.72,7,0.5,5,0.36,0,0.0,6,0.43,0,0.0
41215,Mettmach,13.3522402,48.1594564,0,0.0,193,13.08,388,26.29,687,46.54,45,3.05,17,1.15,27,1.83,80,5.42,20,1.36,15,1.02,4,0.27,0,0.0,0,0.0,0,0.0
40815,Michaelnbach,13.8158117,48.2886927,0,0.0,88,10.11,303,34.83,337,38.74,42,4.83,8,0.92,15,1.72,60,6.9,7,0.8,3,0.34,5,0.57,0,0.0,2,0.23,0,0.0
40908,Micheldorf in Oberösterreich,14.1379061,47.8759603,0,0.0,921,26.21,766,21.8,1035,29.45,287,8.17,69,1.96,50,1.42,313,8.91,32,0.91,11,0.31,22,0.63,0,0.0,8,0.23,0,0.0
40423,Mining,13.1669149,48.2748631,0,0.0,118,15.49,244,32.02,243,31.89,72,9.45,9,1.18,10,1.31,53,6.96,7,0.92,3,0.39,3,0.39,0,0.0,0,0.0,0,0.0
41112,Mitterkirchen im Machland,14.6959208,48.1883694,0,0.0,218,18.94,389,33.8,370,32.15,45,3.91,14,1.22,24,2.09,71,6.17,4,0.35,11,0.96,4,0.35,0,0.0,1,0.09,0,0.0
40909,Molln,14.2902135,47.8476338,0,0.0,498,23.07,510,23.62,684,31.68,178,8.24,45,2.08,35,1.62,157,7.27,12,0.56,18,0.83,16,0.74,0,0.0,6,0.28,0,0.0
41715,Mondsee,13.3760532,47.8278535,0,0.0,219,12.01,540,29.61,504,27.63,202,11.07,51,2.8,34,1.86,248,13.6,15,0.82,5,0.27,5,0.27,0,0.0,1,0.05,0,0.0
40424,Moosbach,13.167509,48.2056364,0,0.0,54,9.47,152,26.67,277,48.6,21,3.68,6,1.05,7,1.23,45,7.89,5,0.88,1,0.18,1,0.18,0,0.0,1,0.18,0,0.0
40425,Moosdorf,12.9767039,48.044482,0,0.0,226,24.38,207,22.33,353,38.08,41,4.42,15,1.62,14,1.51,44,4.75,6,0.65,17,1.83,3,0.32,0,0.0,1,0.11,0,0.0
40426,Munderfing,13.1990695,48.062786,0,0.0,239,14.46,475,28.74,607,36.72,111,6.72,34,2.06,34,2.06,119,7.2,17,1.03,9,0.54,7,0.42,0,0.0,1,0.06,0,0.0
41216,Mörschwang,13.3750332,48.3034938,0,0.0,25,11.52,91,41.94,49,22.58,24,11.06,1,0.46,5,2.3,17,7.83,1,0.46,0,0.0,4,1.84,0,0.0,0,0.0,0,0.0
41217,Mühlheim am Inn,13.2214649,48.2821709,0,0.0,79,18.16,132,30.34,153,35.17,34,7.82,5,1.15,6,1.38,22,5.06,0,0.0,1,0.23,3,0.69,0,0.0,0,0.0,0,0.0
41113,Münzbach,14.729394,48.2629624,0,0.0,121,10.24,442,37.39,440,37.23,50,4.23,11,0.93,17,1.44,68,5.75,6,0.51,12,1.02,14,1.18,0,0.0,1,0.08,0,0.0
41413,Münzkirchen,13.5743463,48.4775915,0,0.0,210,12.75,561,34.06,628,38.13,86,5.22,23,1.4,30,1.82,87,5.28,6,0.36,9,0.55,7,0.43,0,0.0,0,0.0,0,0.0
41114,Naarn im Machlande,14.6230545,48.2156265,0,0.0,428,18.5,793,34.27,739,31.94,111,4.8,23,0.99,24,1.04,146,6.31,14,0.61,21,0.91,7,0.3,0,0.0,8,0.35,0,0.0
40816,Natternbach,13.7258875,48.4106701,0,0.0,243,16.02,450,29.66,606,39.95,60,3.96,13,0.86,30,1.98,69,4.55,26,1.71,6,0.4,13,0.86,0,0.0,1,0.07,0,0.0
41320,Nebelberg,13.8367677,48.6344698,0,0.0,65,15.78,179,43.45,114,27.67,21,5.1,3,0.73,5,1.21,10,2.43,9,2.18,1,0.24,5,1.21,0,0.0,0,0.0,0,0.0
41321,Neufelden,14.0148644,48.494741,0,0.0,102,14.11,259,35.82,174,24.07,97,13.42,9,1.24,8,1.11,55,7.61,11,1.52,3,0.41,4,0.55,0,0.0,1,0.14,0,0.0
41014,Neuhofen an der Krems,14.2194345,48.1418121,0,0.0,832,21.85,884,23.21,1013,26.6,445,11.69,78,2.05,82,2.15,400,10.5,31,0.81,15,0.39,27,0.71,0,0.0,1,0.03,0,0.0
41218,Neuhofen im Innkreis,13.4669072,48.1841294,0,0.0,255,16.21,465,29.56,461,29.31,145,9.22,19,1.21,14,0.89,174,11.06,23,1.46,7,0.45,7,0.45,0,0.0,3,0.19,0,0.0
40817,Neukirchen am Walde,13.7701753,48.4127538,0,0.0,135,12.63,359,33.58,399,37.32,55,5.14,13,1.22,26,2.43,52,4.86,12,1.12,11,1.03,5,0.47,0,0.0,2,0.19,0,0.0
40427,Neukirchen an der Enknach,13.0263286,48.1895014,0,0.0,179,13.37,409,30.55,537,40.1,50,3.73,17,1.27,19,1.42,94,7.02,14,1.05,9,0.67,7,0.52,0,0.0,4,0.3,0,0.0
41716,Neukirchen an der Vöckla,13.5360821,48.0457641,0,0.0,277,16.45,485,28.8,573,34.03,124,7.36,20,1.19,45,2.67,117,6.95,13,0.77,16,0.95,12,0.71,0,0.0,2,0.12,0,0.0
41813,Neukirchen bei Lambach,13.8192504,48.0991198,0,0.0,83,14.34,190,32.82,174,30.05,43,7.43,8,1.38,8,1.38,60,10.36,6,1.04,5,0.86,2,0.35,0,0.0,0,0.0,0,0.0
50324,Neumarkt am Wallersee,13.2414409,47.9277802,0,0.0,622,18.34,812,23.94,1135,33.46,304,8.96,76,2.24,41,1.21,338,9.96,21,0.62,16,0.47,27,0.8,0,0.0,0,0.0,0,0.0
40818,Neumarkt im Hausruckkreis,13.7286559,48.2745236,0,0.0,170,21.36,202,25.38,252,31.66,61,7.66,19,2.39,23,2.89,47,5.9,6,0.75,7,0.88,1,0.13,0,0.0,8,1.01,0,0.0
40612,Neumarkt im Mühlkreis,14.4652838,48.432057,0,0.0,447,20.68,634,29.32,535,24.75,228,10.55,38,1.76,58,2.68,164,7.59,17,0.79,13,0.6,27,1.25,0,0.0,1,0.05,0,0.0
30521,Neustadtl an der Donau,14.9170256,48.199966,0,0.0,185,12.04,587,38.22,550,35.81,49,3.19,17,1.11,18,1.17,88,5.73,13,0.85,16,1.04,12,0.78,0,0.0,1,0.07,0,0.0
41329,Neustift im Mühlkreis,13.7552682,48.5169587,0,0.0,121,13.5,407,45.42,191,21.32,61,6.81,12,1.34,22,2.46,58,6.47,12,1.34,7,0.78,4,0.45,0,0.0,1,0.11,0,0.0
41322,Niederkappel,13.881472,48.468985,0,0.0,48,7.23,253,38.1,252,37.95,27,4.07,18,2.71,18,2.71,31,4.67,6,0.9,7,1.05,4,0.6,0,0.0,0,0.0,0,0.0
41015,Niederneukirchen,14.3353976,48.1635611,0,0.0,257,17.98,466,32.61,400,27.99,119,8.33,17,1.19,16,1.12,131,9.17,8,0.56,8,0.56,7,0.49,0,0.0,0,0.0,0,0.0
41717,Niederthalheim,13.7489925,48.1008922,0,0.0,72,11.32,190,29.87,213,33.49,49,7.7,15,2.36,17,2.67,58,9.12,13,2.04,4,0.63,3,0.47,0,0.0,2,0.31,0,0.0
41323,Niederwaldkirchen,14.082851,48.4510935,0,0.0,217,17.71,424,34.61,326,26.61,99,8.08,14,1.14,22,1.8,84,6.86,15,1.22,11,0.9,13,1.06,0,0.0,0,0.0,0,0.0
40910,Nußbach,14.1586955,47.9712695,0,0.0,217,14.83,486,33.22,449,30.69,114,7.79,14,0.96,29,1.98,120,8.2,19,1.3,10,0.68,5,0.34,0,0.0,0,0.0,0,0.0
41718,Nußdorf am Attersee,13.5079088,47.8684041,0,0.0,59,8.75,260,38.58,200,29.67,52,7.72,9,1.34,9,1.34,73,10.83,4,0.59,5,0.74,3,0.45,0,0.0,0,0.0,0,0.0
50325,Nußdorf am Haunsberg,12.9982394,47.9549457,0,0.0,199,12.6,518,32.81,473,29.96,130,8.23,60,3.8,32,2.03,133,8.42,5,0.32,20,1.27,9,0.57,0,0.0,0,0.0,0,0.0
31528,Nöchling,14.9860748,48.2246,0,0.0,163,23.42,232,33.33,205,29.45,37,5.32,7,1.01,10,1.44,25,3.59,6,0.86,7,1.01,4,0.57,0,0.0,0,0.0,0,0.0
50208,Oberalm,13.1054082,47.7064763,0,0.0,439,17.12,805,31.38,598,23.31,318,12.4,80,3.12,40,1.56,247,9.63,13,0.51,13,0.51,12,0.47,0,0.0,0,0.0,0,0.0
41719,Oberhofen am Irrsee,13.3083204,47.9385472,0,0.0,155,15.45,306,30.51,343,34.2,68,6.78,17,1.69,9,0.9,80,7.98,6,0.6,10,1.0,9,0.9,0,0.0,0,0.0,0,0.0
41324,Oberkappel,13.8129795,48.5696747,0,0.0,37,8.79,207,49.17,127,30.17,12,2.85,5,1.19,3,0.71,20,4.75,4,0.95,5,1.19,0,0.0,0,0.0,1,0.24,0,0.0
41219,Obernberg am Inn,13.3279552,48.3199489,0,0.0,110,15.26,178,24.69,287,39.81,65,9.02,11,1.53,8,1.11,45,6.24,4,0.55,10,1.39,2,0.28,0,0.0,1,0.14,0,0.0
50326,Oberndorf bei Salzburg,12.9363331,47.9453584,0,0.0,619,20.95,722,24.43,822,27.82,299,10.12,138,4.67,54,1.83,260,8.8,14,0.47,12,0.41,15,0.51,0,0.0,0,0.0,0,0.0
41720,Oberndorf bei Schwanenstadt,13.7495825,48.061218,0,0.0,173,20.62,178,21.22,319,38.02,62,7.39,16,1.91,17,2.03,57,6.79,11,1.31,1,0.12,4,0.48,0,0.0,1,0.12,0,0.0
41615,Oberneukirchen,14.2099175,48.4761504,0,0.0,311,14.38,734,33.93,584,27.0,199,9.2,45,2.08,48,2.22,165,7.63,26,1.2,24,1.11,24,1.11,0,0.0,3,0.14,0,0.0
40911,Oberschlierbach,14.1615259,47.9284974,0,0.0,53,16.46,108,33.54,83,25.78,47,14.6,8,2.48,6,1.86,11,3.42,5,1.55,1,0.31,0,0.0,0,0.0,0,0.0,0,0.0
50327,Obertrum am See,13.0452133,47.9320149,0,0.0,319,10.93,1118,38.3,759,26.0,257,8.8,76,2.6,58,1.99,282,9.66,21,0.72,16,0.55,13,0.45,0,0.0,0,0.0,0,0.0
41721,Oberwang,13.4337383,47.8625831,0,0.0,66,6.08,404,37.24,423,38.99,52,4.79,14,1.29,33,3.04,61,5.62,12,1.11,11,1.01,9,0.83,0,0.0,0,0.0,0,0.0
41325,Oepping,13.9427502,48.593523,0,0.0,109,10.47,354,34.01,394,37.85,55,5.28,18,1.73,16,1.54,76,7.3,9,0.86,6,0.58,3,0.29,0,0.0,1,0.1,0,0.0
41814,Offenhausen,13.8419676,48.1542365,0,0.0,145,14.92,307,31.58,307,31.58,67,6.89,11,1.13,13,1.34,102,10.49,12,1.23,4,0.41,4,0.41,0,0.0,0,0.0,0,0.0
41016,Oftering,14.1278348,48.2349497,0,0.0,309,22.64,359,26.3,399,29.23,99,7.25,15,1.1,28,2.05,131,9.6,7,0.51,9,0.66,7,0.51,0,0.0,2,0.15,0,0.0
40713,Ohlsdorf,13.7766497,47.9675372,0,0.0,702,21.33,777,23.61,1055,32.06,249,7.57,46,1.4,59,1.79,329,10.0,31,0.94,17,0.52,23,0.7,0,0.0,3,0.09,0,0.0
30524,Opponitz,14.8208065,47.8747695,0,0.0,88,16.03,197,35.88,154,28.05,27,4.92,6,1.09,18,3.28,47,8.56,3,0.55,6,1.09,2,0.36,0,0.0,1,0.18,0,0.0
41220,Ort im Innkreis,13.4429451,48.3214062,0,0.0,82,11.11,194,26.29,316,42.82,49,6.64,12,1.63,7,0.95,60,8.13,6,0.81,6,0.81,5,0.68,0,0.0,1,0.14,0,0.0
40428,Ostermiething,12.8134603,48.0567312,0,0.0,224,12.93,574,33.12,587,33.87,95,5.48,35,2.02,33,1.9,128,7.39,20,1.15,21,1.21,14,0.81,0,0.0,2,0.12,0,0.0
41616,Ottenschlag im Mühlkreis,14.3831351,48.4579994,0,0.0,59,15.28,133,34.46,106,27.46,17,4.4,8,2.07,11,2.85,40,10.36,1,0.26,7,1.81,3,0.78,0,0.0,1,0.26,0,0.0
41617,Ottensheim,14.1804202,48.3345163,0,0.0,653,21.17,811,26.29,513,16.63,590,19.12,80,2.59,42,1.36,319,10.34,27,0.88,18,0.58,26,0.84,0,0.0,6,0.19,0,0.0
41722,Ottnang am Hausruck,13.6279706,48.1050646,0,0.0,517,22.2,479,20.57,882,37.87,154,6.61,35,1.5,61,2.62,149,6.4,17,0.73,20,0.86,14,0.6,0,0.0,1,0.04,0,0.0
41115,Pabneukirchen,14.8258628,48.3294345,0,0.0,131,12.0,392,35.9,412,37.73,43,3.94,7,0.64,10,0.92,68,6.23,12,1.1,12,1.1,5,0.46,0,0.0,0,0.0,0,0.0
40429,Palting,13.1143222,48.0139179,0,0.0,64,9.29,243,35.27,248,35.99,45,6.53,9,1.31,13,1.89,53,7.69,6,0.87,3,0.44,5,0.73,0,0.0,0,0.0,0,0.0
41017,Pasching,14.2077675,48.2533575,0,0.0,946,24.01,903,22.92,1084,27.51,331,8.4,73,1.85,78,1.98,429,10.89,25,0.63,27,0.69,23,0.58,0,0.0,21,0.53,0,0.0
41221,Pattigham,13.4913136,48.1622608,0,0.0,77,12.28,195,31.1,210,33.49,54,8.61,8,1.28,16,2.55,40,6.38,13,2.07,5,0.8,9,1.44,0,0.0,0,0.0,0,0.0
